timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-30T07:15:41,codecarbon,81ce7b07-5c30-446b-adb7-5aea45c4d4cd,1.0385010242462158,1.70451588065244e-05,1.6413232542448798e-05,42.5,47.991117161263965,31.30389261245728,1.22064256005817e-05,1.3733899876000252e-05,8.932895957665703e-06,3.487322143424766e-05,Singapore,SGP,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.5.0,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-40GB,103.8503,1.2868,83.47704696655273,machine,N,1.0
2024-07-30T07:15:44,codecarbon,d8dadf86-831e-4fe3-8f9e-aa1c028ef67f,0.4895954132080078,8.196830092228003e-06,1.6742048375248004e-05,42.5,51.256448402576176,31.30389261245728,5.740698178609212e-06,6.866394382000485e-06,4.163057492539509e-06,1.6770150053149204e-05,Singapore,SGP,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.5.0,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-40GB,103.8503,1.2868,83.47704696655273,machine,N,1.0
2024-07-30T07:15:47,codecarbon,14fa94f5-0f11-4ad0-97ea-8412a4a45e74,1.0159928798675537,1.682324227150024e-05,1.655842536386017e-05,42.5,49.01881731971656,31.30389261245728,1.1947572231292725e-05,1.3731399873999697e-05,8.740223376269114e-06,3.441919548156154e-05,Singapore,SGP,,,,Linux-6.1.85+-x86_64-with-glibc2.35,3.10.12,2.5.0,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-40GB,103.8503,1.2868,83.47704696655273,machine,N,1.0
